report_name,scope,year,value_ba,value_pa,rel_diff,match,source,value_gs,match_gs_ba,match_gs_pa,match_gs_ba_pa
Daimler_2020_report,1,2020,1027.0,1027.0,0.0,True,both,1027.0,True,True,True
Daimler_2020_report,2lb,2016,2141.0,2141.0,0.0,True,both,2141.0,True,True,True
Daimler_2020_report,2lb,2017,2041.0,2041.0,0.0,True,both,2041.0,True,True,True
Daimler_2020_report,2lb,2018,1985.0,1985.0,0.0,True,both,1985.0,True,True,True
Daimler_2020_report,2lb,2019,1706.0,1706.0,0.0,True,both,1706.0,True,True,True
Daimler_2020_report,2lb,2020,1492.0,1492.0,0.0,True,both,1492.0,True,True,True
Daimler_2020_report,2mb,2016,1882.0,1882.0,0.0,True,both,1882.0,True,True,True
Daimler_2020_report,2mb,2017,1763.0,1763.0,0.0,True,both,1763.0,True,True,True
Daimler_2020_report,2mb,2018,1687.0,1687.0,0.0,True,both,1687.0,True,True,True
Daimler_2020_report,2mb,2019,1276.0,1276.0,0.0,True,both,1276.0,True,True,True
Daimler_2020_report,2mb,2020,1035.0,1035.0,0.0,True,both,1035.0,True,True,True
Daimler_2020_report,3,2020,8.1,8.1,0.0,True,both,,False,False,False
Daimler_2020_report,3,2020,8.1,1.0,0.8765432098765432,False,both,,False,False,False
Daimler_2020_report,3,2020,8.1,5.6,0.308641975308642,False,both,,False,False,False
Daimler_2020_report,3,2020,8.1,33.7,-3.160493827160494,True,both,,False,False,False
Daimler_2020_report,3,2020,8.1,0.4,0.9506172839506173,False,both,,False,False,False
Daimler_2020_report,3,2020,1.0,8.1,-7.1,True,both,,False,False,False
Daimler_2020_report,3,2020,1.0,1.0,0.0,True,both,,False,False,False
Daimler_2020_report,3,2020,1.0,5.6,-4.6,True,both,,False,False,False
Daimler_2020_report,3,2020,1.0,33.7,-32.7,True,both,,False,False,False
Daimler_2020_report,3,2020,1.0,0.4,0.6,False,both,,False,False,False
Daimler_2020_report,3,2020,5.6,8.1,-0.44642857142857145,True,both,,False,False,False
Daimler_2020_report,3,2020,5.6,1.0,0.8214285714285714,False,both,,False,False,False
Daimler_2020_report,3,2020,5.6,5.6,0.0,True,both,,False,False,False
Daimler_2020_report,3,2020,5.6,33.7,-5.017857142857143,True,both,,False,False,False
Daimler_2020_report,3,2020,5.6,0.4,0.9285714285714285,False,both,,False,False,False
Daimler_2020_report,3,2020,33.7,8.1,0.7596439169139466,False,both,,False,False,False
Daimler_2020_report,3,2020,33.7,1.0,0.9703264094955489,False,both,,False,False,False
Daimler_2020_report,3,2020,33.7,5.6,0.8338278931750741,False,both,,False,False,False
Daimler_2020_report,3,2020,33.7,33.7,0.0,True,both,,False,False,False
Daimler_2020_report,3,2020,33.7,0.4,0.9881305637982196,False,both,,False,False,False
Daimler_2020_report,3,2020,0.4,8.1,-19.249999999999996,True,both,,False,False,False
Daimler_2020_report,3,2020,0.4,1.0,-1.4999999999999998,True,both,,False,False,False
Daimler_2020_report,3,2020,0.4,5.6,-12.999999999999998,True,both,,False,False,False
Daimler_2020_report,3,2020,0.4,33.7,-83.25,True,both,,False,False,False
Daimler_2020_report,3,2020,0.4,0.4,0.0,True,both,,False,False,False
Fresenius_SE_2019_report,1,2017,174.0,,,False,baseline_only,,False,False,False
Fresenius_SE_2019_report,1,2017,103.0,,,False,baseline_only,,False,False,False
Fresenius_SE_2019_report,1,2017,3.0,,,False,baseline_only,,False,False,False
Fresenius_SE_2019_report,1,2018,521.0,521.0,0.0,True,both,521.0,True,True,True
Fresenius_SE_2019_report,1,2019,517.0,517.0,0.0,True,both,517.0,True,True,True
Fresenius_SE_2019_report,2lb,2017,248.0,,,False,baseline_only,,False,False,False
Fresenius_SE_2019_report,2lb,2017,152.0,,,False,baseline_only,,False,False,False
Fresenius_SE_2019_report,2lb,2017,6.0,,,False,baseline_only,,False,False,False
Fresenius_SE_2019_report,2lb,2018,1013.0,,,False,baseline_only,1013.0,True,False,False
Fresenius_SE_2019_report,2lb,2019,992.0,,,False,baseline_only,992.0,True,False,False
ViacomCBS_ESG_Report_2020-2021_vFINAL,1,2014,8297.0,8297.0,0.0,True,both,,False,False,False
ViacomCBS_ESG_Report_2020-2021_vFINAL,1,2015,9045.0,9045.0,0.0,True,both,,False,False,False
ViacomCBS_ESG_Report_2020-2021_vFINAL,1,2016,24672.0,24672.0,0.0,True,both,,False,False,False
ViacomCBS_ESG_Report_2020-2021_vFINAL,1,2017,26834.0,26834.0,0.0,True,both,,False,False,False
ViacomCBS_ESG_Report_2020-2021_vFINAL,1,2018,31737.0,31737.0,0.0,True,both,,False,False,False
ViacomCBS_ESG_Report_2020-2021_vFINAL,1,2019,38240.0,38240.0,0.0,True,both,,False,False,False
ViacomCBS_ESG_Report_2020-2021_vFINAL,1,2020,32097.0,32097.0,0.0,True,both,,False,False,False
ViacomCBS_ESG_Report_2020-2021_vFINAL,2lb,2014,39252.0,39252.0,0.0,True,both,,False,False,False
ViacomCBS_ESG_Report_2020-2021_vFINAL,2lb,2015,50828.0,50828.0,0.0,True,both,,False,False,False
ViacomCBS_ESG_Report_2020-2021_vFINAL,2lb,2016,216737.0,216737.0,0.0,True,both,,False,False,False
ViacomCBS_ESG_Report_2020-2021_vFINAL,2lb,2017,219851.0,219851.0,0.0,True,both,,False,False,False
ViacomCBS_ESG_Report_2020-2021_vFINAL,2lb,2018,229073.0,229073.0,0.0,True,both,,False,False,False
ViacomCBS_ESG_Report_2020-2021_vFINAL,2lb,2019,144268.0,144268.0,0.0,True,both,,False,False,False
ViacomCBS_ESG_Report_2020-2021_vFINAL,2lb,2020,139608.0,139608.0,0.0,True,both,,False,False,False
ViacomCBS_ESG_Report_2020-2021_vFINAL,2mb,2014,37114.0,37114.0,0.0,True,both,,False,False,False
ViacomCBS_ESG_Report_2020-2021_vFINAL,2mb,2015,50828.0,50828.0,0.0,True,both,,False,False,False
ViacomCBS_ESG_Report_2020-2021_vFINAL,2mb,2016,213701.0,213701.0,0.0,True,both,,False,False,False
ViacomCBS_ESG_Report_2020-2021_vFINAL,2mb,2017,219375.0,219375.0,0.0,True,both,,False,False,False
ViacomCBS_ESG_Report_2020-2021_vFINAL,2mb,2018,219385.0,219385.0,0.0,True,both,,False,False,False
ViacomCBS_ESG_Report_2020-2021_vFINAL,2mb,2019,123106.0,123106.0,0.0,True,both,,False,False,False
ViacomCBS_ESG_Report_2020-2021_vFINAL,2mb,2020,134333.0,134333.0,0.0,True,both,,False,False,False
ViacomCBS_ESG_Report_2020-2021_vFINAL,3,2014,28499.0,28499.0,0.0,True,both,,False,False,False
ViacomCBS_ESG_Report_2020-2021_vFINAL,3,2015,33242.0,33242.0,0.0,True,both,,False,False,False
ViacomCBS_ESG_Report_2020-2021_vFINAL,3,2016,47190.0,47190.0,0.0,True,both,,False,False,False
ViacomCBS_ESG_Report_2020-2021_vFINAL,3,2017,39356.0,39356.0,0.0,True,both,,False,False,False
ViacomCBS_ESG_Report_2020-2021_vFINAL,3,2018,37891.0,37891.0,0.0,True,both,,False,False,False
ViacomCBS_ESG_Report_2020-2021_vFINAL,3,2019,819682.0,819682.0,0.0,True,both,,False,False,False
ViacomCBS_ESG_Report_2020-2021_vFINAL,3,2019,819682.0,819682.0,0.0,True,both,,False,False,False
ViacomCBS_ESG_Report_2020-2021_vFINAL,3,2020,6897654.0,6897654.0,0.0,True,both,,False,False,False
ViacomCBS_ESG_Report_2020-2021_vFINAL,3,2020,6878548.0,6897654.0,-0.002777621090962802,True,both,,False,False,False
acuity_brands_inc_2022_report,1,2022,34327.0,34327.0,0.0,True,both,34327.0,True,True,True
acuity_brands_inc_2022_report,1,2022,34327.0,34327.0,0.0,True,both,34327.0,True,True,True
acuity_brands_inc_2022_report,2lb,2022,46637.0,46637.0,0.0,True,both,46637.0,True,True,True
acuity_brands_inc_2022_report,2mb,2022,42234.0,42234.0,0.0,True,both,42234.0,True,True,True
acuity_brands_inc_2022_report,2mb,2022,42234.0,42234.0,0.0,True,both,42234.0,True,True,True
acuity_brands_inc_2022_report,3,2021,,27651800.0,,False,pipeline_only,,False,False,False
acuity_brands_inc_2022_report,3,2022,35119419.0,35119419.0,0.0,True,both,35119419.0,True,True,True
addtech_2022_report,1,2019/2020,2071.0,2071.0,0.0,True,both,,False,False,False
addtech_2022_report,1,2020/2021,1910.0,1910.0,0.0,True,both,,False,False,False
addtech_2022_report,1,2021/2022,2041.0,2041.0,0.0,True,both,,False,False,False
addtech_2022_report,2lb,2019/2020,3979.0,3979.0,0.0,True,both,,False,False,False
addtech_2022_report,2lb,2020/2021,3395.0,3395.0,0.0,True,both,,False,False,False
addtech_2022_report,2lb,2021/2022,3709.0,3709.0,0.0,True,both,,False,False,False
addtech_2022_report,2mb,2020/2021,4250.0,4250.0,0.0,True,both,,False,False,False
addtech_2022_report,2mb,2021/2022,4087.0,4087.0,0.0,True,both,,False,False,False
addtech_2022_report,3,2019/2020,23132.0,23132.0,0.0,True,both,,False,False,False
addtech_2022_report,3,2020/2021,19860.0,19860.0,0.0,True,both,,False,False,False
addtech_2022_report,3,2021/2022,22961.0,22961.0,0.0,True,both,,False,False,False
aixtron_2020_report,1,2019,170.8,170.8,0.0,True,both,170.8,True,True,True
aixtron_2020_report,1,2020,322.84,322.84,0.0,True,both,322.84,True,True,True
aixtron_2020_report,1,2020,322.84,322.84,0.0,True,both,322.84,True,True,True
aixtron_2020_report,2lb,2019,,406.6,,False,pipeline_only,406.6,False,True,False
aixtron_2020_report,2lb,2020,,398.14,,False,pipeline_only,398.14,False,True,False
aixtron_2020_report,2lb,2020,,398.14,,False,pipeline_only,398.14,False,True,False
aixtron_2020_report,2mb,2019,406.6,,,False,baseline_only,,False,False,False
aixtron_2020_report,2mb,2020,398.14,,,False,baseline_only,,False,False,False
aixtron_2020_report,3,2019,3637.97,3637.97,0.0,True,both,3637.97,True,True,True
aixtron_2020_report,3,2020,1310.1,1310.1,0.0,True,both,1310.1,True,True,True
aixtron_2020_report,3,2020,1310.1,1310.1,0.0,True,both,1310.1,True,True,True
allfunds_group_2021_report,1,2019,68.51,68.51,0.0,True,both,68.51,True,True,True
allfunds_group_2021_report,1,2020,0.0,0.0,,False,both,0.0,True,True,False
allfunds_group_2021_report,1,2021,7.31,7.31,0.0,True,both,7.31,True,True,True
allfunds_group_2021_report,1,2021,7.31,7.31,0.0,True,both,7.31,True,True,True
allfunds_group_2021_report,2lb,2020,,91.69,,False,pipeline_only,91.69,False,True,False
allfunds_group_2021_report,2mb,2019,436.43,436.43,0.0,True,both,,False,False,False
allfunds_group_2021_report,2mb,2020,91.69,0.0,1.0,False,both,,False,False,False
allfunds_group_2021_report,2mb,2021,30.39,30.39,0.0,True,both,,False,False,False
allfunds_group_2021_report,3,2020,393.82,393.82,0.0,True,both,,False,False,False
americold_realty_inc_2022_report,1,2021,72134.0,72134.0,0.0,True,both,72314.0,False,False,False
americold_realty_inc_2022_report,1,2022,102340.0,102340.0,0.0,True,both,102340.0,True,True,True
americold_realty_inc_2022_report,2lb,2021,556660.0,556660.0,0.0,True,both,,False,False,False
americold_realty_inc_2022_report,2lb,2022,554491.0,554491.0,0.0,True,both,,False,False,False
americold_realty_inc_2022_report,2mb,2021,556660.0,556660.0,0.0,True,both,556660.0,True,True,True
americold_realty_inc_2022_report,2mb,2022,554491.0,554491.0,0.0,True,both,554491.0,True,True,True
americold_realty_inc_2022_report,3,2021,1067697.0,1067697.0,0.0,True,both,1067697.0,True,True,True
americold_realty_inc_2022_report,3,2022,611634.0,611634.0,0.0,True,both,611634.0,True,True,True
atlas_arteria_2019_report,1,2016,6182.0,6182.0,0.0,True,both,6182.0,True,True,True
atlas_arteria_2019_report,1,2017,6541.0,6541.0,0.0,True,both,6541.0,True,True,True
atlas_arteria_2019_report,1,2018,5942.0,5942.0,0.0,True,both,5942.0,True,True,True
atlas_arteria_2019_report,1,2019,6027.0,6027.0,0.0,True,both,6027.0,True,True,True
atlas_arteria_2019_report,2lb,2016,1291.0,,,False,baseline_only,1291.0,True,False,False
atlas_arteria_2019_report,2lb,2017,1244.0,,,False,baseline_only,1244.0,True,False,False
atlas_arteria_2019_report,2lb,2018,957.0,,,False,baseline_only,957.0,True,False,False
atlas_arteria_2019_report,2lb,2019,773.0,,,False,baseline_only,773.0,True,False,False
atlas_arteria_2019_report,3,2016,1913208.0,1913208.0,0.0,True,both,,False,False,False
atlas_arteria_2019_report,3,2017,2135936.0,2135936.0,0.0,True,both,,False,False,False
atlas_arteria_2019_report,3,2018,2212963.0,2212963.0,0.0,True,both,,False,False,False
atlas_arteria_2019_report,3,2019,2230582.0,2230582.0,0.0,True,both,,False,False,False
autoneum_holding_2019_report,1,2017,81077.0,81077.0,0.0,True,both,81077.0,True,True,True
autoneum_holding_2019_report,1,2017,36.8,81077.0,-2202.179347826087,True,both,81077.0,False,True,False
autoneum_holding_2019_report,1,2018,109577.0,109577.0,0.0,True,both,109577.0,True,True,True
autoneum_holding_2019_report,1,2018,48.0,109577.0,-2281.8541666666665,True,both,109577.0,False,True,False
autoneum_holding_2019_report,1,2019,116274.0,116274.0,0.0,True,both,116274.0,True,True,True
autoneum_holding_2019_report,1,2019,50.6,116274.0,-2296.905138339921,True,both,116274.0,False,True,False
autoneum_holding_2019_report,2lb,2017,235014.0,235014.0,0.0,True,both,235014.0,True,True,True
autoneum_holding_2019_report,2lb,2017,106.7,235014.0,-2201.567947516401,True,both,235014.0,False,True,False
autoneum_holding_2019_report,2lb,2018,256550.0,256550.0,0.0,True,both,256550.0,True,True,True
autoneum_holding_2019_report,2lb,2018,112.4,256550.0,-2281.473309608541,True,both,256550.0,False,True,False
autoneum_holding_2019_report,2lb,2019,264287.0,264287.0,0.0,True,both,264287.0,True,True,True
autoneum_holding_2019_report,2lb,2019,115.0,264287.0,-2297.1478260869567,True,both,264287.0,False,True,False
autoneum_holding_2019_report,3,2017,448185.0,448185.0,0.0,True,both,,False,False,False
autoneum_holding_2019_report,3,2018,525214.0,525214.0,0.0,True,both,,False,False,False
autoneum_holding_2019_report,3,2019,420238.0,420238.0,0.0,True,both,,False,False,False
bekaert__d__sa_2022_report,1,2019,294799.0,294799.0,0.0,True,both,,False,False,False
bekaert__d__sa_2022_report,1,2019,294799.0,338420.0,-0.1479686159043959,True,both,,False,False,False
bekaert__d__sa_2022_report,1,2019,338420.0,294799.0,0.12889604633295904,False,both,,False,False,False
bekaert__d__sa_2022_report,1,2019,338420.0,338420.0,0.0,True,both,,False,False,False
bekaert__d__sa_2022_report,1,2020,271230.0,271230.0,0.0,True,both,,False,False,False
bekaert__d__sa_2022_report,1,2020,271230.0,313527.0,-0.1559451388120783,True,both,,False,False,False
bekaert__d__sa_2022_report,1,2020,313527.0,271230.0,0.13490704149881827,False,both,,False,False,False
bekaert__d__sa_2022_report,1,2020,313527.0,313527.0,0.0,True,both,,False,False,False
bekaert__d__sa_2022_report,1,2021,284910.0,284910.0,0.0,True,both,,False,False,False
bekaert__d__sa_2022_report,1,2021,284910.0,336201.0,-0.18002527113825417,True,both,,False,False,False
bekaert__d__sa_2022_report,1,2021,336201.0,284910.0,0.15256052183069058,False,both,,False,False,False
bekaert__d__sa_2022_report,1,2021,336201.0,336201.0,0.0,True,both,,False,False,False
bekaert__d__sa_2022_report,1,2022,269969.0,269969.0,0.0,True,both,,False,False,False
bekaert__d__sa_2022_report,1,2022,269969.0,316951.0,-0.1740273883297712,True,both,,False,False,False
bekaert__d__sa_2022_report,1,2022,316951.0,269969.0,0.14823111458869037,False,both,,False,False,False
bekaert__d__sa_2022_report,1,2022,316951.0,316951.0,0.0,True,both,,False,False,False
bekaert__d__sa_2022_report,2mb,2019,1363060.0,,,False,baseline_only,,False,False,False
bekaert__d__sa_2022_report,2mb,2019,1403419.0,,,False,baseline_only,,False,False,False
bekaert__d__sa_2022_report,2mb,2020,1236847.0,,,False,baseline_only,,False,False,False
bekaert__d__sa_2022_report,2mb,2020,1270040.0,,,False,baseline_only,,False,False,False
bekaert__d__sa_2022_report,2mb,2021,1362345.0,,,False,baseline_only,,False,False,False
bekaert__d__sa_2022_report,2mb,2021,1416700.0,,,False,baseline_only,,False,False,False
bekaert__d__sa_2022_report,2mb,2022,1241018.0,,,False,baseline_only,,False,False,False
bekaert__d__sa_2022_report,2mb,2022,1289630.0,,,False,baseline_only,,False,False,False
bekaert__d__sa_2022_report,3,2019,6045636.0,4874911.0,0.1936479470480856,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2019,6045636.0,72870.0,0.9879466775703996,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2019,6045636.0,352555.0,0.9416843819244162,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2019,6045636.0,31487.0,0.9947917803850579,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2019,6045636.0,27261.0,0.995490796998033,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2019,6045636.0,2740.0,0.9995467805206929,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2019,6045636.0,20400.0,0.9966256651905606,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2019,6045636.0,0.0,1.0,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2019,6045636.0,47230.0,0.9921877532818714,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2019,6045636.0,161870.0,0.9732253149213747,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2019,6045636.0,100000.0,0.9834591430909834,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2019,6045636.0,106999.0,0.9823014485159213,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2019,6045636.0,0.0,1.0,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2019,6045636.0,0.0,1.0,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2019,6045636.0,247313.0,0.9590923105526036,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2019,6045636.0,6045636.0,0.0,True,both,,False,False,False
bekaert__d__sa_2022_report,3,2021,6736962.0,5446554.0,0.19154152865935714,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2021,6736962.0,113767.0,0.9831130114731239,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2021,6736962.0,348402.0,0.9482849984904175,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2021,6736962.0,44627.0,0.9933757975776025,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2021,6736962.0,32713.0,0.9951442504796673,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2021,6736962.0,1000.0,0.9998515651416766,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2021,6736962.0,20400.0,0.996971928890203,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2021,6736962.0,0.0,1.0,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2021,6736962.0,66941.0,0.9900636221489746,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2021,6736962.0,163893.0,0.9756725657648061,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2021,6736962.0,100000.0,0.9851565141676619,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2021,6736962.0,108341.0,0.9839184190143866,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2021,6736962.0,0.0,1.0,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2021,6736962.0,0.0,1.0,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2021,6736962.0,290324.0,0.9569057981921228,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2021,6736962.0,6736962.0,0.0,True,both,,False,False,False
bekaert__d__sa_2022_report,3,2022,6187086.0,4762032.0,0.2303271685572174,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2022,6187086.0,133995.0,0.9783427933602346,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2022,6187086.0,325115.0,0.9474526457204571,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2022,6187086.0,77972.0,0.9873976214327714,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2022,6187086.0,37984.0,0.9938607609462677,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2022,6187086.0,2100.0,0.9996605833505466,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2022,6187086.0,20400.0,0.9967028096910242,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2022,6187086.0,0.0,1.0,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2022,6187086.0,116899.0,0.981105968140737,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2022,6187086.0,156846.0,0.9746494553332539,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2022,6187086.0,100000.0,0.9838373024069812,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2022,6187086.0,94448.0,0.9847346553773456,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2022,6187086.0,0.0,1.0,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2022,6187086.0,0.0,1.0,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2022,6187086.0,359295.0,0.9419282356831633,False,both,,False,False,False
bekaert__d__sa_2022_report,3,2022,6187086.0,6187086.0,0.0,True,both,,False,False,False
blackline_safety_2021_report,1,2020,165.6,,,False,baseline_only,165.6,True,False,False
blackline_safety_2021_report,1,2021,215.0,,,False,baseline_only,215.0,True,False,False
blackline_safety_2021_report,1,FY2020,,165.6,,False,pipeline_only,,False,False,False
blackline_safety_2021_report,1,FY2021,,215.0,,False,pipeline_only,,False,False,False
blackline_safety_2021_report,2lb,2020,227.4,,,False,baseline_only,227.4,True,False,False
blackline_safety_2021_report,2lb,2021,576.0,,,False,baseline_only,576.0,True,False,False
blackline_safety_2021_report,2lb,FY2020,,227.4,,False,pipeline_only,,False,False,False
blackline_safety_2021_report,2lb,FY2021,,576.0,,False,pipeline_only,,False,False,False
blackline_safety_2021_report,3,2020,1661.2,,,False,baseline_only,1661.2,True,False,False
blackline_safety_2021_report,3,2021,1606.2,,,False,baseline_only,1606.2,True,False,False
blackline_safety_2021_report,3,FY2020,,1661.2,,False,pipeline_only,,False,False,False
blackline_safety_2021_report,3,FY2021,,1606.2,,False,pipeline_only,,False,False,False
cabot_corp_2018_report,1,2016,4.5,4.5,0.0,True,both,4.5,True,True,True
cabot_corp_2018_report,1,2017,4.58,4.58,0.0,True,both,4.58,True,True,True
cabot_corp_2018_report,1,2018,4.77,4.77,0.0,True,both,4.77,True,True,True
cabot_corp_2018_report,2lb,2016,0.34,0.34,0.0,True,both,0.34,True,True,True
cabot_corp_2018_report,2lb,2017,0.33,0.33,0.0,True,both,0.33,True,True,True
cabot_corp_2018_report,2lb,2018,0.32,0.32,0.0,True,both,0.32,True,True,True
cardinal_energy_ltd_2021_report,1,2019,188.0,188.0,0.0,True,both,188.0,True,True,True
cardinal_energy_ltd_2021_report,1,2020,160.0,160.0,0.0,True,both,160.0,True,True,True
cardinal_energy_ltd_2021_report,1,2021,231.0,231.0,0.0,True,both,231.0,True,True,True
cardinal_energy_ltd_2021_report,2lb,2019,277.0,,,False,baseline_only,277.0,True,False,False
cardinal_energy_ltd_2021_report,2lb,2020,259.0,,,False,baseline_only,259.0,True,False,False
cardinal_energy_ltd_2021_report,2lb,2021,228.0,,,False,baseline_only,228.0,True,False,False
cardinal_energy_ltd_2021_report,3,2019,,277.0,,False,pipeline_only,,False,False,False
cardinal_energy_ltd_2021_report,3,2020,,259.0,,False,pipeline_only,,False,False,False
cardinal_energy_ltd_2021_report,3,2021,,228.0,,False,pipeline_only,,False,False,False
comerica_inc_2019_report,1,2012,6950.0,6950.0,0.0,True,both,6950.0,True,True,True
comerica_inc_2019_report,1,2018,6371.0,6371.0,0.0,True,both,6371.0,True,True,True
comerica_inc_2019_report,1,2019,6304.0,6304.0,0.0,True,both,6304.0,True,True,True
comerica_inc_2019_report,2lb,2012,74784.0,74784.0,0.0,True,both,74784.0,True,True,True
comerica_inc_2019_report,2lb,2018,39916.0,39916.0,0.0,True,both,39916.0,True,True,True
comerica_inc_2019_report,2lb,2019,36316.0,36316.0,0.0,True,both,36316.0,True,True,True
comerica_inc_2019_report,3,2012,3055.0,3055.0,0.0,True,both,,False,False,False
comerica_inc_2019_report,3,2012,3055.0,520.0,0.8297872340425532,False,both,,False,False,False
comerica_inc_2019_report,3,2012,3055.0,137.0,0.9551554828150572,False,both,,False,False,False
comerica_inc_2019_report,3,2012,3055.0,2052.0,0.3283142389525368,False,both,,False,False,False
comerica_inc_2019_report,3,2012,3055.0,4431.0,-0.4504091653027823,True,both,,False,False,False
comerica_inc_2019_report,3,2012,3055.0,1257.0,0.5885433715220949,False,both,,False,False,False
comerica_inc_2019_report,3,2012,1270.0,3055.0,-1.405511811023622,True,both,,False,False,False
comerica_inc_2019_report,3,2012,1270.0,520.0,0.5905511811023622,False,both,,False,False,False
comerica_inc_2019_report,3,2012,1270.0,137.0,0.8921259842519685,False,both,,False,False,False
comerica_inc_2019_report,3,2012,1270.0,2052.0,-0.6157480314960629,True,both,,False,False,False
comerica_inc_2019_report,3,2012,1270.0,4431.0,-2.488976377952756,True,both,,False,False,False
comerica_inc_2019_report,3,2012,1270.0,1257.0,0.010236220472440945,False,both,,False,False,False
comerica_inc_2019_report,3,2012,1563.0,3055.0,-0.9545745361484325,True,both,,False,False,False
comerica_inc_2019_report,3,2012,1563.0,520.0,0.6673064619321817,False,both,,False,False,False
comerica_inc_2019_report,3,2012,1563.0,137.0,0.9123480486244402,False,both,,False,False,False
comerica_inc_2019_report,3,2012,1563.0,2052.0,-0.31285988483685223,True,both,,False,False,False
